datetime,region,demand
2021-06-01 03:00:00,62,0
2021-06-01 03:00:00,63,0
2021-06-01 03:00:00,64,5
2021-06-01 03:00:00,65,3
2021-06-01 03:00:00,66,1
2021-06-01 03:00:00,67,1
2021-06-01 03:00:00,68,1
2021-06-01 03:00:00,69,1
2021-06-01 03:00:00,70,0
2021-06-01 03:00:00,71,8
2021-06-01 03:00:00,72,3
2021-06-01 03:00:00,73,14
2021-06-01 03:00:00,74,1
2021-06-01 03:00:00,75,1
2021-06-01 03:00:00,76,0
2021-06-01 03:00:00,77,0
2021-06-01 03:00:00,78,0
2021-06-01 03:00:00,79,6
2021-06-01 03:00:00,80,1
2021-06-01 03:00:00,81,3
2021-06-01 03:00:00,82,2
2021-06-01 03:00:00,83,1
2021-06-01 04:00:00,0,3
2021-06-01 04:00:00,1,1
2021-06-01 04:00:00,2,5
2021-06-01 04:00:00,3,1
2021-06-01 04:00:00,4,3
2021-06-01 04:00:00,5,0
2021-06-01 04:00:00,6,0
2021-06-01 04:00:00,7,0
2021-06-01 04:00:00,8,3
2021-06-01 04:00:00,9,2
2021-06-01 04:00:00,10,0
2021-06-01 04:00:00,11,0
2021-06-01 04:00:00,12,0
2021-06-01 04:00:00,13,0
2021-06-01 04:00:00,14,0
2021-06-01 04:00:00,15,0
2021-06-01 04:00:00,16,6
2021-06-01 04:00:00,17,0
2021-06-01 04:00:00,18,0
2021-06-01 04:00:00,19,0
2021-06-01 04:00:00,20,0
2021-06-01 04:00:00,21,1
2021-06-01 04:00:00,22,0
2021-06-01 04:00:00,23,0
2021-06-01 04:00:00,24,6
2021-06-01 04:00:00,25,0
2021-06-01 04:00:00,26,0
2021-06-01 04:00:00,27,2
2021-06-01 04:00:00,28,2
2021-06-01 04:00:00,29,0
2021-06-01 04:00:00,30,0
2021-06-01 04:00:00,31,1
2021-06-01 04:00:00,32,0
2021-06-01 04:00:00,33,0
2021-06-01 04:00:00,34,1
2021-06-01 04:00:00,35,0
2021-06-01 04:00:00,36,3
2021-06-01 04:00:00,37,1
2021-06-01 04:00:00,38,3
2021-06-01 04:00:00,39,0
2021-06-01 04:00:00,40,0
2021-06-01 04:00:00,41,1
2021-06-01 04:00:00,42,2
2021-06-01 04:00:00,43,0
2021-06-01 04:00:00,44,1
2021-06-01 04:00:00,45,2
2021-06-01 04:00:00,46,0
2021-06-01 04:00:00,47,0
2021-06-01 04:00:00,48,0
2021-06-01 04:00:00,49,1
2021-06-01 04:00:00,50,7
2021-06-01 04:00:00,51,6
2021-06-01 04:00:00,52,3
2021-06-01 04:00:00,53,0
2021-06-01 04:00:00,54,1
2021-06-01 04:00:00,55,0
2021-06-01 04:00:00,56,1
2021-06-01 04:00:00,57,17
2021-06-01 04:00:00,58,2
2021-06-01 04:00:00,59,1
2021-06-01 04:00:00,60,0
2021-06-01 04:00:00,61,0
2021-06-01 04:00:00,62,0
2021-06-01 04:00:00,63,0
2021-06-01 04:00:00,64,7
2021-06-01 04:00:00,65,3
2021-06-01 04:00:00,66,1
2021-06-01 04:00:00,67,0
2021-06-01 04:00:00,68,0
2021-06-01 04:00:00,69,1
2021-06-01 04:00:00,70,0
2021-06-01 04:00:00,71,3
2021-06-01 04:00:00,72,5
2021-06-01 04:00:00,73,3
2021-06-01 04:00:00,74,1
2021-06-01 04:00:00,75,0
2021-06-01 04:00:00,76,0
2021-06-01 04:00:00,77,0
2021-06-01 04:00:00,78,8
2021-06-01 04:00:00,79,6
2021-06-01 04:00:00,80,3
2021-06-01 04:00:00,81,2
2021-06-01 04:00:00,82,0
2021-06-01 04:00:00,83,1
2021-06-01 05:00:00,0,1
2021-06-01 05:00:00,1,2
2021-06-01 05:00:00,2,1
2021-06-01 05:00:00,3,0
2021-06-01 05:00:00,4,1
2021-06-01 05:00:00,5,0
2021-06-01 05:00:00,6,0
2021-06-01 05:00:00,7,2
2021-06-01 05:00:00,8,4
2021-06-01 05:00:00,9,4
2021-06-01 05:00:00,10,6
2021-06-01 05:00:00,11,0
2021-06-01 05:00:00,12,0
2021-06-01 05:00:00,13,0
2021-06-01 05:00:00,14,1
2021-06-01 05:00:00,15,7
2021-06-01 05:00:00,16,3
2021-06-01 05:00:00,17,3
2021-06-01 05:00:00,18,0
2021-06-01 05:00:00,19,3
2021-06-01 05:00:00,20,1
2021-06-01 05:00:00,21,5
2021-06-01 05:00:00,22,5
2021-06-01 05:00:00,23,3
2021-06-01 05:00:00,24,5
2021-06-01 05:00:00,25,0
2021-06-01 05:00:00,26,1
2021-06-01 05:00:00,27,0
2021-06-01 05:00:00,28,3
2021-06-01 05:00:00,29,11
2021-06-01 05:00:00,30,4
2021-06-01 05:00:00,31,15
2021-06-01 05:00:00,32,0
2021-06-01 05:00:00,33,3
2021-06-01 05:00:00,34,5
2021-06-01 05:00:00,35,5
2021-06-01 05:00:00,36,10
2021-06-01 05:00:00,37,6
2021-06-01 05:00:00,38,19
2021-06-01 05:00:00,39,0
2021-06-01 05:00:00,40,3
2021-06-01 05:00:00,41,3
2021-06-01 05:00:00,42,5
2021-06-01 05:00:00,43,6
2021-06-01 05:00:00,44,5
2021-06-01 05:00:00,45,8
2021-06-01 05:00:00,46,0
2021-06-01 05:00:00,47,3
2021-06-01 05:00:00,48,0
2021-06-01 05:00:00,49,5
2021-06-01 05:00:00,50,51
2021-06-01 05:00:00,51,9
2021-06-01 05:00:00,52,6
2021-06-01 05:00:00,53,5
2021-06-01 05:00:00,54,3
2021-06-01 05:00:00,55,1
2021-06-01 05:00:00,56,6
2021-06-01 05:00:00,57,71
2021-06-01 05:00:00,58,19
2021-06-01 05:00:00,59,13
2021-06-01 05:00:00,60,0
2021-06-01 05:00:00,61,3
2021-06-01 05:00:00,62,0
2021-06-01 05:00:00,63,0
2021-06-01 05:00:00,64,18
2021-06-01 05:00:00,65,17
2021-06-01 05:00:00,66,14
2021-06-01 05:00:00,67,1
2021-06-01 05:00:00,68,1
2021-06-01 05:00:00,69,3
2021-06-01 05:00:00,70,0
2021-06-01 05:00:00,71,12
2021-06-01 05:00:00,72,13
2021-06-01 05:00:00,73,18
2021-06-01 05:00:00,74,9
2021-06-01 05:00:00,75,0
2021-06-01 05:00:00,76,2
2021-06-01 05:00:00,77,0
2021-06-01 05:00:00,78,25
2021-06-01 05:00:00,79,6
2021-06-01 05:00:00,80,9
2021-06-01 05:00:00,81,6
2021-06-01 05:00:00,82,3
2021-06-01 05:00:00,83,1
2021-06-01 06:00:00,0,12
2021-06-01 06:00:00,1,11
2021-06-01 06:00:00,2,7
2021-06-01 06:00:00,3,3
2021-06-01 06:00:00,4,0
2021-06-01 06:00:00,5,1
2021-06-01 06:00:00,6,0
2021-06-01 06:00:00,7,7
2021-06-01 06:00:00,8,18
2021-06-01 06:00:00,9,19
2021-06-01 06:00:00,10,7
2021-06-01 06:00:00,11,0
2021-06-01 06:00:00,12,0
2021-06-01 06:00:00,13,0
2021-06-01 06:00:00,14,9
2021-06-01 06:00:00,15,29
2021-06-01 06:00:00,16,22
2021-06-01 06:00:00,17,8
2021-06-01 06:00:00,18,0
2021-06-01 06:00:00,19,3
2021-06-01 06:00:00,20,4
2021-06-01 06:00:00,21,22
2021-06-01 06:00:00,22,26
2021-06-01 06:00:00,23,12
2021-06-01 06:00:00,24,25
2021-06-01 06:00:00,25,1
2021-06-01 06:00:00,26,6
2021-06-01 06:00:00,27,4
2021-06-01 06:00:00,28,9
2021-06-01 06:00:00,29,38
2021-06-01 06:00:00,30,8
2021-06-01 06:00:00,31,51
2021-06-01 06:00:00,32,5
2021-06-01 06:00:00,33,11
2021-06-01 06:00:00,34,11
2021-06-01 06:00:00,35,18
2021-06-01 06:00:00,36,51
2021-06-01 06:00:00,37,9
2021-06-01 06:00:00,38,55
2021-06-01 06:00:00,39,3
2021-06-01 06:00:00,40,6
2021-06-01 06:00:00,41,2
2021-06-01 06:00:00,42,18
2021-06-01 06:00:00,43,30
2021-06-01 06:00:00,44,14
2021-06-01 06:00:00,45,40
2021-06-01 06:00:00,46,3
2021-06-01 06:00:00,47,5
2021-06-01 06:00:00,48,0
2021-06-01 06:00:00,49,23
2021-06-01 06:00:00,50,106
2021-06-01 06:00:00,51,57
2021-06-01 06:00:00,52,24
2021-06-01 06:00:00,53,7
2021-06-01 06:00:00,54,4
2021-06-01 06:00:00,55,1
2021-06-01 06:00:00,56,8
2021-06-01 06:00:00,57,94
2021-06-01 06:00:00,58,120
2021-06-01 06:00:00,59,48
2021-06-01 06:00:00,60,1
2021-06-01 06:00:00,61,6
2021-06-01 06:00:00,62,0
2021-06-01 06:00:00,63,6
2021-06-01 06:00:00,64,80
2021-06-01 06:00:00,65,35
2021-06-01 06:00:00,66,54
2021-06-01 06:00:00,67,7
2021-06-01 06:00:00,68,9
2021-06-01 06:00:00,69,8
2021-06-01 06:00:00,70,0
2021-06-01 06:00:00,71,47
2021-06-01 06:00:00,72,54
2021-06-01 06:00:00,73,61
2021-06-01 06:00:00,74,13
2021-06-01 06:00:00,75,11
2021-06-01 06:00:00,76,15
2021-06-01 06:00:00,77,0
2021-06-01 06:00:00,78,20
2021-06-01 06:00:00,79,31
2021-06-01 06:00:00,80,55
2021-06-01 06:00:00,81,28
2021-06-01 06:00:00,82,10
2021-06-01 06:00:00,83,6
2021-06-01 07:00:00,0,10
2021-06-01 07:00:00,1,19
2021-06-01 07:00:00,2,25
2021-06-01 07:00:00,3,5
2021-06-01 07:00:00,4,2
2021-06-01 07:00:00,5,0
2021-06-01 07:00:00,6,0
2021-06-01 07:00:00,7,5
2021-06-01 07:00:00,8,38
2021-06-01 07:00:00,9,27
2021-06-01 07:00:00,10,13
2021-06-01 07:00:00,11,0
2021-06-01 07:00:00,12,0
2021-06-01 07:00:00,13,0
2021-06-01 07:00:00,14,25
2021-06-01 07:00:00,15,45
2021-06-01 07:00:00,16,30
2021-06-01 07:00:00,17,15
2021-06-01 07:00:00,18,0
2021-06-01 07:00:00,19,5
2021-06-01 07:00:00,20,8
2021-06-01 07:00:00,21,35
2021-06-01 07:00:00,22,42
2021-06-01 07:00:00,23,25
2021-06-01 07:00:00,24,52
2021-06-01 07:00:00,25,1
2021-06-01 07:00:00,26,15
2021-06-01 07:00:00,27,11
2021-06-01 07:00:00,28,23
2021-06-01 07:00:00,29,82
2021-06-01 07:00:00,30,20
2021-06-01 07:00:00,31,106
2021-06-01 07:00:00,32,2
2021-06-01 07:00:00,33,18
2021-06-01 07:00:00,34,10
2021-06-01 07:00:00,35,35
2021-06-01 07:00:00,36,120
2021-06-01 07:00:00,37,17
2021-06-01 07:00:00,38,115
2021-06-01 07:00:00,39,6
2021-06-01 07:00:00,40,15
2021-06-01 07:00:00,41,4
2021-06-01 07:00:00,42,40
2021-06-01 07:00:00,43,52
2021-06-01 07:00:00,44,20
2021-06-01 07:00:00,45,71
2021-06-01 07:00:00,46,10
2021-06-01 07:00:00,47,11
2021-06-01 07:00:00,48,3
2021-06-01 07:00:00,49,40
2021-06-01 07:00:00,50,133
2021-06-01 07:00:00,51,114
2021-06-01 07:00:00,52,34
2021-06-01 07:00:00,53,13
2021-06-01 07:00:00,54,16
2021-06-01 07:00:00,55,1
2021-06-01 07:00:00,56,30
2021-06-01 07:00:00,57,94
2021-06-01 07:00:00,58,135
2021-06-01 07:00:00,59,99
2021-06-01 07:00:00,60,1
2021-06-01 07:00:00,61,17
2021-06-01 07:00:00,62,3
2021-06-01 07:00:00,63,6
2021-06-01 07:00:00,64,148
2021-06-01 07:00:00,65,84
2021-06-01 07:00:00,66,111
2021-06-01 07:00:00,67,9
2021-06-01 07:00:00,68,20
2021-06-01 07:00:00,69,35
2021-06-01 07:00:00,70,0
2021-06-01 07:00:00,71,99
2021-06-01 07:00:00,72,120
2021-06-01 07:00:00,73,125
2021-06-01 07:00:00,74,35
2021-06-01 07:00:00,75,13
2021-06-01 07:00:00,76,29
2021-06-01 07:00:00,77,0
2021-06-01 07:00:00,78,44
2021-06-01 07:00:00,79,48
2021-06-01 07:00:00,80,106
2021-06-01 07:00:00,81,60
2021-06-01 07:00:00,82,19
2021-06-01 07:00:00,83,28
2021-06-01 08:00:00,0,11
2021-06-01 08:00:00,1,22
2021-06-01 08:00:00,2,22
2021-06-01 08:00:00,3,7
2021-06-01 08:00:00,4,2
2021-06-01 08:00:00,5,0
2021-06-01 08:00:00,6,0
2021-06-01 08:00:00,7,9
2021-06-01 08:00:00,8,63
2021-06-01 08:00:00,9,38
2021-06-01 08:00:00,10,26
2021-06-01 08:00:00,11,2
2021-06-01 08:00:00,12,0
2021-06-01 08:00:00,13,0
2021-06-01 08:00:00,14,44
2021-06-01 08:00:00,15,45
2021-06-01 08:00:00,16,65
2021-06-01 08:00:00,17,31
2021-06-01 08:00:00,18,0
2021-06-01 08:00:00,19,1
2021-06-01 08:00:00,20,10
2021-06-01 08:00:00,21,47
2021-06-01 08:00:00,22,70
2021-06-01 08:00:00,23,51
2021-06-01 08:00:00,24,67
2021-06-01 08:00:00,25,1
2021-06-01 08:00:00,26,13
2021-06-01 08:00:00,27,18
2021-06-01 08:00:00,28,41
2021-06-01 08:00:00,29,110
2021-06-01 08:00:00,30,39
2021-06-01 08:00:00,31,101
2021-06-01 08:00:00,32,5
2021-06-01 08:00:00,33,16
2021-06-01 08:00:00,34,18
2021-06-01 08:00:00,35,52
2021-06-01 08:00:00,36,157
2021-06-01 08:00:00,37,47
2021-06-01 08:00:00,38,140
2021-06-01 08:00:00,39,7
2021-06-01 08:00:00,40,8
2021-06-01 08:00:00,41,12
2021-06-01 08:00:00,42,74
2021-06-01 08:00:00,43,99
2021-06-01 08:00:00,44,55
2021-06-01 08:00:00,45,88
2021-06-01 08:00:00,46,5
2021-06-01 08:00:00,47,21
2021-06-01 08:00:00,48,2
2021-06-01 08:00:00,49,58
2021-06-01 08:00:00,50,205
2021-06-01 08:00:00,51,130
2021-06-01 08:00:00,52,70
2021-06-01 08:00:00,53,15
2021-06-01 08:00:00,54,23
2021-06-01 08:00:00,55,4
2021-06-01 08:00:00,56,44
2021-06-01 08:00:00,57,128
2021-06-01 08:00:00,58,147
2021-06-01 08:00:00,59,141
2021-06-01 08:00:00,60,5
2021-06-01 08:00:00,61,22
2021-06-01 08:00:00,62,8
2021-06-01 08:00:00,63,11
2021-06-01 08:00:00,64,255
2021-06-01 08:00:00,65,142
2021-06-01 08:00:00,66,140
2021-06-01 08:00:00,67,5
2021-06-01 08:00:00,68,28
2021-06-01 08:00:00,69,42
2021-06-01 08:00:00,70,0
2021-06-01 08:00:00,71,175
2021-06-01 08:00:00,72,169
2021-06-01 08:00:00,73,224
2021-06-01 08:00:00,74,79
2021-06-01 08:00:00,75,28
2021-06-01 08:00:00,76,65
2021-06-01 08:00:00,77,0
2021-06-01 08:00:00,78,56
2021-06-01 08:00:00,79,101
2021-06-01 08:00:00,80,183
2021-06-01 08:00:00,81,101
2021-06-01 08:00:00,82,30
2021-06-01 08:00:00,83,37
2021-06-01 09:00:00,0,15
2021-06-01 09:00:00,1,13
2021-06-01 09:00:00,2,20
2021-06-01 09:00:00,3,8
2021-06-01 09:00:00,4,3
2021-06-01 09:00:00,5,0
2021-06-01 09:00:00,6,0
2021-06-01 09:00:00,7,6
2021-06-01 09:00:00,8,41
2021-06-01 09:00:00,9,19
2021-06-01 09:00:00,10,16
2021-06-01 09:00:00,11,1
2021-06-01 09:00:00,12,0
2021-06-01 09:00:00,13,0
2021-06-01 09:00:00,14,14
2021-06-01 09:00:00,15,38
2021-06-01 09:00:00,16,44
2021-06-01 09:00:00,17,16
2021-06-01 09:00:00,18,0
2021-06-01 09:00:00,19,9
2021-06-01 09:00:00,20,4
2021-06-01 09:00:00,21,31
2021-06-01 09:00:00,22,33
2021-06-01 09:00:00,23,29
2021-06-01 09:00:00,24,37
2021-06-01 09:00:00,25,1
2021-06-01 09:00:00,26,10
2021-06-01 09:00:00,27,12
2021-06-01 09:00:00,28,15
2021-06-01 09:00:00,29,56
2021-06-01 09:00:00,30,17
2021-06-01 09:00:00,31,52
2021-06-01 09:00:00,32,3
2021-06-01 09:00:00,33,15
2021-06-01 09:00:00,34,18
2021-06-01 09:00:00,35,17
2021-06-01 09:00:00,36,61
2021-06-01 09:00:00,37,44
2021-06-01 09:00:00,38,94
2021-06-01 09:00:00,39,8
2021-06-01 09:00:00,40,9
2021-06-01 09:00:00,41,8
2021-06-01 09:00:00,42,35
2021-06-01 09:00:00,43,73
2021-06-01 09:00:00,44,43
2021-06-01 09:00:00,45,79
2021-06-01 09:00:00,46,9
2021-06-01 09:00:00,47,24
2021-06-01 09:00:00,48,1
2021-06-01 09:00:00,49,32
2021-06-01 09:00:00,50,146
2021-06-01 09:00:00,51,79
2021-06-01 09:00:00,52,41
2021-06-01 09:00:00,53,3
2021-06-01 09:00:00,54,13
2021-06-01 09:00:00,55,1
2021-06-01 09:00:00,56,34
2021-06-01 09:00:00,57,102
2021-06-01 09:00:00,58,150
2021-06-01 09:00:00,59,81
2021-06-01 09:00:00,60,1
2021-06-01 09:00:00,61,21
2021-06-01 09:00:00,62,7
2021-06-01 09:00:00,63,8
2021-06-01 09:00:00,64,172
2021-06-01 09:00:00,65,101
